IRIS,IRIS_NAME,Nb_BT
25980000,Pernant,18
25990000,Pierremande,2
26000000,Pierrepont,7
26010000,Pignicourt,3
26020000,Pinon,22
26040000,Pithon,6
26050000,Pleine-Selve,3
26060000,Le Plessier-Huleu,3
26090000,Ployart-et-Vaurseine,3
26130000,Pontavert,16
26140000,Pontru,4
26150000,Pontruet,6
26170000,Pouilly-sur-Serre,14
26180000,Prémont,11
26190000,Prémontré,12
26200000,Presles-et-Boves,5
26210000,Presles-et-Thierny,8
26220000,Priez,3
26240000,Proisy,7
26250000,Proix,3
26260000,Prouvais,8
26270000,Proviseux-et-Plesnoy,3
26280000,Puiseux-en-Retz,5
26290000,Puisieux-et-Clanlieu,9
26310000,Quierzy,8
26320000,Quincy-Basse,3
26330000,Quincy-sous-le-Mont,3
26340000,Raillimont,4
26350000,Ramicourt,4
26360000,Regny,4
26370000,Remaucourt,7
26380000,Remies,5
26390000,Remigny,6
26400000,Renansart,6
26410000,Renneval,2
26420000,Résigny,9
26430000,Ressons-le-Long,19
26440000,Retheuil,7
26450000,Reuilly-Sauvigny,4
26470000,Ribeauville,3
26480000,Ribemont,34
26490000,Rocourt-Saint-Martin,3
26500000,Rocquigny,13
26510000,Rogécourt,4
26530000,Romeny-sur-Marne,7
26540000,Romery,2
26550000,Ronchères,8
26580000,Roupy,6
26590000,Rouvroy,12
26600000,Rouvroy-sur-Serre,5
26610000,Royaucourt-et-Chailvet,7
26620000,Rozet-Saint-Albin,9
26640000,Rozoy-Bellevalle,9
26650000,Grand-Rozoy,7
26660000,Rozoy-sur-Serre,20
26670000,Saconin-et-Breuil,5
26680000,Sains-Richaumont,14
26710000,Saint-Aubin,10
26720000,Saint-Bandry,8
26750000,Sainte-Croix,3
26760000,Saint-Erme-Outre-et-Ramecourt,35
26770000,Saint-Eugène,8
26780000,Sainte-Geneviève,2
26790000,Saint-Gengoulph,5
26800000,Saint-Gobain,34
26830000,Saint-Martin-Rivière,3
26840000,Saint-Michel,45
26850000,Saint-Nicolas-aux-Bois,6
26860000,Saint-Paul-aux-Bois,10
26870000,Saint-Pierre-Aigle,10
26890000,Saint-Pierremont,4
26900000,Sainte-Preuve,8
26910101,centre ville 1,14
26910102,centre ville 2,12
26910103,centre ville 3,17
26910104,centre ville 4,17
26910201,europe-remicourt 1,8
26910202,europe-remicourt 2,7
26910203,europe-remicourt 3,10
26910204,europe-remicourt 4,4
26910205,europe-remicourt 5,4
26910206,europe-remicourt 6,6
26910207,europe-remicourt 7,9
26910208,europe-remicourt 8,3
26910209,europe-remicourt 9,10
26910210,europe-remicourt 10,12
26910301,isle 1,4
26910302,isle 2,5
26910303,isle 3,13
26910304,isle 4,39
26910401,Saint-Martin-Oestres 1,18
26910402,Saint-Martin-Oestres 2,7
26910403,Saint-Martin-Oestres 3,26
26910501,vermandois 1,15
26910502,vermandois 2,3
26910503,vermandois 3,7
26910504,vermandois 4,10
26910505,vermandois 5,26
26910601,Saint-Jean,16
26930000,Saint-Rémy-Blanzy,6
26940000,Saint-Simon,11
26950000,Saint-Thibaut,2
26960000,Saint-Thomas,1
26970000,Samoussy,14
26980000,Sancy-les-Cheminots,4
26990000,Saponay,5
27010000,Saulchery,5
27020000,Savy,9
27030000,Seboncourt,15
27040000,Selens,8
27050000,La Selve,4
27070000,Septvaux,7
27080000,Sequehart,6
27090000,Serain,7
27100000,Seraucourt-le-Grand,16
27120000,Sergy,6
27130000,Seringes-et-Nesles,7
27140000,Sermoise,1
27160000,Servais,5
27170000,Séry-lès-Mézières,11
27180000,Silly-la-Poterie,6
27190000,Sinceny,30
27200000,Sissonne,36
27210000,Sissy,13
27220101,Presles 1,5
27220102,Presles 2,3
27220103,Presles 3,17
27220201,Maupas,7
27220301,Longues Baies,13
27220401,Saint-Crepin,7
27220501,Centre 1,27
27220502,Centre 2,23
27220503,Centre 3,22
27220601,Chevreux,15
27220701,Saint-Waast,17
27220801,Saint-Medard,24
27220901,Gare,18
27230000,Soize,3
27240000,Sommelans,1
27250000,Sommeron,8
27260000,Sommette-Eaucourt,8
27270000,Sons-et-Ronchères,4
27280000,Sorbais,12
27290000,Soucy,2
27300000,Soupir,10
27310000,Le Sourd,9
27320000,Surfontaine,2
27330000,Suzy,7
27340000,Taillefontaine,10
27370000,Tavaux-et-Pontséricourt,16
27380101,Quessy Centre,8
27380102,Quessy Cite,10
27380201,Vouel,22
27380301,Tergnier 1,10
27380302,Tergnier 2,20
27380401,Fargniers,38
27410000,Thenelles,8
27420000,Thiernu,5
27430000,Le Thuel,6
27440000,Torcy-en-Valois,4
27450000,Toulis-et-Attencourt,6
27460000,Travecy,21
27470000,Trefcon,2
27480000,Trélou-sur-Marne,20
27490000,Troësnes,3
27500000,Trosly-Loire,14
27510000,Trucy,3
27520000,Tugny-et-Pont,6
27530000,Tupigny,13
27540000,Ugny-le-Gay,5
27550000,Urcel,12
27560000,Urvillers,24
27570000,Vadencourt,13
27580000,Vailly-sur-Aisne,28
27590000,La Vallée-au-Blé,7
27600000,La Vallée-Mulâtre,6
27610000,Variscourt,2
27640000,Vassogne,1
27650000,Vaucelles-et-Beffecourt,3
27660000,Vaudesson,9
27680000,Vauxaillon,1
27690000,Vaux-Andigny,25
27700000,Vauxbuin,1
27720000,Vaux-en-Vermandois,3
27740000,Vendelles,2
27750000,Vendeuil,19
27760000,Vendhuile,16
27770000,Vendières,14
27780000,Vendresse-Beaulne,6
27790000,Vénérolles,9
27810000,Verdilly,12
27820000,Le Verguier,2
27830000,Grand-Verly,4
27840000,Petit-Verly,5
27850000,Vermand,20
27860000,Verneuil-sous-Coucy,3
27870000,Verneuil-sur-Serre,4
27880000,Versigny,8
27890000,Vervins,28
27900000,Vesles-et-Caumont,5
27910000,Veslud,4
27920000,Veuilly-la-Poterie,6
27940000,Vézilly,7
27950000,Vic-sur-Aisne,19
27960000,Vichel-Nanteuil,8
27970000,Viel-Arcy,1
27980000,Viels-Maisons,25
27990000,Vierzy,11
28000000,Viffort,15
28010000,Vigneux-Hocquet,6
28020000,La Ville-aux-Bois-lès-Dizy,6
28030000,La Ville-aux-Bois-lès-Pontavert,4
28050000,Villeneuve-Saint-Germain,45
28060000,Villeneuve-sur-Fère,7
28070000,Villequier-Aumont,16
28080000,Villeret,4
28090000,Villers-Agron-Aiguizy,11
28100102,Avenue de Compiegne,12
28100202,Chateau,22
28100302,Pisseleux,62
28100401,Vivieres,10
28120000,Villers-Hélon,7
28130000,Villers-le-Sec,4
28140000,Villers-lès-Guise,4
28150000,Villers-Saint-Christophe,7
28160000,Villers-sur-Fère,10
28170000,Ville-Savoye,2
28180000,Villiers-Saint-Denis,18
28190000,Vincy-Reuil-et-Magny,7
28200000,Viry-Noureuil,27
28210000,Vivaise,11
28220000,Vivières,9
28240000,Vorges,8
28270000,Voyenne,7
28280000,Vregny,2
28300000,Wassigny,20
28310000,Watigny,22
28320000,Wiège-Faty,9
28330000,Wimy,15
28340000,Wissignicourt,6
30010000,Abrest,33
30020000,Agonges,23
30030000,Ainay-le-Château,37
30040000,Andelaroche,28
30050000,Archignat,25
30060000,Arfeuilles,69
30070000,Arpheuilles-Saint-Priest,19
30080000,Arronnes,24
30090000,Aubigny,13
30100000,Audes,29
30110000,Aurouër,31
30120000,Autry-Issards,25
30130000,Avermes,58
30140000,Avrilly,17
30150000,Bagneux,18
30160000,Barberier,13
30170000,Barrais-Bussolles,31
30180000,Bayet,35
30190000,Beaulon,81
30200000,Beaune-d'Allier,29
30210000,Bègues,12
30220000,Bellenaves,46
30230101,Centre Ville Haut,18
30230102,Centre Ville Bas,10
30230103,Exterieur Haut,27
30230104,Exterieur Bas,36
30240000,Bert,28
30250000,Bessay-sur-Allier,64
30260000,Besson,53
30270000,Bézenet,19
30280000,Billezois,22
30290000,Billy,20
30300000,Biozat,21
30310000,Bizeneuille,35
30320000,Blomard,20
30330000,Bost,9
30340000,Boucé,32
30350000,Le Bouchaud,30
30360000,Bourbon-l'Archambault,94
30370000,Braize,20
30380000,Bransat,23
30390000,Bresnay,27
30400000,Bressolles,36
30410000,Le Brethon,33
30420000,Le Breuil,45
30430000,Broût-Vernet,50
30440000,Brugheas,34
30450000,Busset,38
30460000,Buxières-les-Mines,73
30470000,La Celle,33
30480000,Cérilly,91
30490000,Cesset,20
30500000,La Chabanne,24
30510000,Chambérat,26
30520000,Chamblet,31
30530000,Chantelle,21
30540000,Chapeau,23
30550000,La Chapelaude,38
30560000,La Chapelle,32
30570000,La Chapelle-aux-Chasses,24
30580000,Chappes,29
30590000,Chareil-Cintrat,19
30600000,Charmeil,21
30610000,Charmes,11
30620000,Charroux,11
30630000,Chassenard,36
30640000,Château-sur-Allier,22
30650000,Châtel-de-Neuvre,25
30660000,Châtel-Montagne,41
30670000,Châtelperron,24
30680000,Châtelus,11
30690000,Châtillon,20
30700000,Chavenon,18
30710000,Chavroches,23
30720000,Chazemais,28
30730000,Chemilly,28
30740000,Chevagnes,48
30750000,Chezelle,11
30760000,Chézy,26
30770000,Chirat-l'Église,15
30780000,Chouvigny,17
30790000,Cindré,29
30800000,Cognat-Lyonne,19
30810000,Colombier,17
30820101,1ère zone,36
30820102,2ieme Zone,17
30820103,3ieme Zone,19
30830000,Contigny,37
30840000,Cosne-d'Allier,53
30850000,Coulandon,30
30860000,Coulanges,28
30870000,Couleuvre,60
30880000,Courçais,30
30890000,Coutansouze,7
30900000,Couzon,28
30910000,Créchy,16
30920000,Cressanges,56
30930000,Creuzier-le-Neuf,25
30940000,Creuzier-le-Vieux,48
30950101,Centre Historique,13
30950102,Montbeton-Les Joncheres,13
30950103,Presles-Puybesseau,21
30950105,Champcourt-Zone Industrielle,22
30950106,Zone Verte,48
30950111,Boulaires-Graves-Chambon étendu,29
30960000,Deneuille-lès-Chantelle,5
30970000,Deneuille-les-Mines,21
30980000,Désertines,40
30990000,Deux-Chaises,45
31000000,Diou,44
31010101,Banlieue,39
31010102,Centre,23
31010103,Campagne,57
31020000,Dompierre-sur-Besbre,83
31030000,Le Donjon,53
31040000,Doyet,47
31050000,Droiturier,33
31060000,Durdat-Larequille,33
31070000,Ébreuil,41
31080000,Échassières,31
31090000,Escurolles,19
31100000,Espinasse-Vozelle,29
31110000,Estivareilles,20
31120000,Étroussat,19
31130000,Ferrières-sur-Sichon,37
31140000,La Ferté-Hauterive,20
31150000,Fleuriel,25
31160000,Fourilles,8
31170000,Franchesse,47
31180101,Centre-Est,20
31180102,Centre-Ouest et Exterieurs,55
31190000,Gannay-sur-Loire,40
31200000,Garnat-sur-Engièvre,30
31210000,Gennetines,40
31220000,Gipcy,26
31240000,Gouise,28
31250000,La Guillermie,15
31260000,Hauterive,20
31270000,Hérisson,42
31280000,Huriel,49
31290000,Hyds,26
31300000,Isle-et-Bardais,33
31310000,Isserpent,44
31320000,Jaligny-sur-Besbre,17
31330000,Jenzat,14
31340000,Laféline,20
31350000,Lalizolle,17
31360000,Lamaids,7
31370000,Langy,12
31380000,Lapalisse,65
31390000,Laprugne,28
31400000,Lavault-Sainte-Anne,25
31410000,Lavoine,19
31420000,Lenax,33
31430000,Lételon,5
31440000,Liernolles,43
31450000,Lignerolles,20
31460000,Limoise,11
31470000,Loddes,28
31480000,Loriges,10
31490000,Louchy-Montfand,10
31500000,Louroux-Bourbonnais,30
31510000,Louroux-de-Beaune,13
31520000,Louroux-de-Bouble,18
31540000,Luneau,36
31550000,Lurcy-Lévis,94
31560000,Lusigny,67
31570000,Magnet,26
31580000,Haut-Bocage,68
31590000,Malicorne,23
31600000,Marcenat,22
31610000,Marcillat-en-Combraille,51
31620000,Marigny,17
31630000,Mariol,20
31640000,Le Mayet-d'École,5
31650000,Le Mayet-de-Montagne,51
31660000,Mazerier,12
31670000,Mazirat,21
31680000,Meaulne,31
31690000,Meillard,28
31700000,Meillers,19
31710000,Mercy,35
31720000,Mesples,16
31730000,Molinet,38
31740000,Molles,35
31750000,Monestier,23
31760000,Monétay-sur-Allier,18
31770000,Monétay-sur-Loire,43
31780000,Montaiguët-en-Forez,34
31790000,Montaigu-le-Blin,23
31800000,Montbeugny,37
31810000,Montcombroux-les-Mines,35
31820000,Monteignet-sur-l'Andelot,9
31830000,Le Montet,7
31840000,Montilly,28
31850101,Cite Bretonnie-Chatelet-Favieres-Conches,25
31850102,Dienat-Forges,13
31850103,Chantoiseau-Faucheroux,13
31850104,Fours à Chaux,8
31850105,Montcourtais,5
31850106,Ville Gozet,16
31850107,Zone Industrielle Blanzat,31
31850108,Montgacher-Cordeliers,17
31850109,Chatelard-La Verne-Nerdre,7
31850110,Rimard-Marignon,21
31850111,Saint-Jean,15
31850112,Les Iles-Buffon,11
31850113,Fontbouillant,13
31850114,La Caserne-Les Guineberts,8
31850115,Bien Assis,7
31850116,Marais-Villars,8
31850117,Viviani-Dunlop,6
31860000,Montmarault,25
31870000,Montoldre,24
31880000,Montord,5
31890000,Montvicq,23
31900101,Centre Historique,12
31900102,Centre Moderne,26
31900103,Les Gateaux,9
31900104,Quartier Nord,10
31900105,Decize Bourgogne,12
31900106,Lyon Gare,12
31900107,Quartier Sud Zone 1,12
31900108,Quartier Sud Zone 2,21
31900109,La Madeleine,20
31910000,Murat,29
31920000,Nades,9
31930000,Nassigny,17
31940000,Naves,5
31950000,Néris-les-Bains,58
31960000,Neuilly-en-Donjon,30
31970000,Neuilly-le-Réal,56
31980000,Neure,16
32000000,Neuvy,46
32010000,Nizerolles,21
32020000,Noyant-d'Allier,30
32030000,Paray-le-Frésil,42
32040000,Paray-sous-Briailles,41
32050000,Périgny,39
32060000,La Petite-Marche,14
32070000,Pierrefitte-sur-Loire,31
32080000,Le Pin,32
32090000,Poëzat,4
32100000,Pouzy-Mésangy,41
32110000,Prémilhat,46
32120000,Quinssaines,37
32130000,Reugny,8
32140000,Rocles,27
32150000,Rongères,17
32160000,Ronnet,19
32170000,Saint-Angel,28
32180000,Saint-Aubin-le-Monial,28
32190000,Saint-Bonnet-de-Four,23
32200000,Saint-Bonnet-de-Rochefort,20
32210000,Saint-Bonnet-Tronçais,36
32220000,Saint-Caprais,17
32230000,Saint-Christophe,40
32240000,Saint-Clément,28
32250000,Saint-Désiré,46
32260000,Saint-Didier-en-Donjon,40
32270000,Saint-Didier-la-Forêt,20
32280000,Saint-Éloy-d'Allier,8
32290000,Saint-Ennemond,43
32300000,Saint-Étienne-de-Vicq,31
32310000,Saint-Fargeol,14
32320000,Saint-Félix,10
32330000,Saint-Genest,18
32340000,Saint-Gérand-de-Vaux,34
32350000,Saint-Gérand-le-Puy,41
32360000,Saint-Germain-des-Fossés,40
32370000,Saint-Germain-de-Salles,20
32380000,Saint-Hilaire,27
32390000,Saint-Léger-sur-Vouzance,27
32400000,Saint-Léon,46
32410000,Saint-Léopardin-d'Augy,39
32420000,Saint-Loup,31
32430000,Saint-Marcel-en-Murat,16
32440000,Saint-Marcel-en-Marcillat,13
32450000,Saint-Martin-des-Lais,18
32460000,Saint-Martinien,29
32470000,Saint-Menoux,38
32480000,Saint-Nicolas-des-Biefs,18
32490000,Saint-Palais,28
32500000,Saint-Pierre-Laval,34
32510000,Saint-Plaisir,44
32520000,Saint-Pont,19
32530000,Saint-Pourçain-sur-Besbre,41
32540101,Centre-Ouest,21
32540102,Est,78
32550000,Saint-Priest-d'Andelot,6
32560000,Saint-Priest-en-Murat,32
32570000,Saint-Prix,43
32580000,Saint-Rémy-en-Rollat,37
32590000,Saint-Sauvier,33
32600000,Saint-Sornin,25
32610000,Sainte-Thérence,11
32620000,Saint-Victor,43
32630000,Saint-Voir,24
32640000,Saint-Yorre,34
32650000,Saligny-sur-Roudon,70
32660000,Sanssat,16
32670000,Saulcet,21
32680000,Saulzet,7
32690000,Sauvagny,19
32700000,Sazeret,19
32710000,Serbannes,18
32720000,Servilly,18
32730000,Seuillet,17
32740000,Sorbier,26
32750000,Souvigny,72
32760000,Sussat,9
32770000,Target,25
32780000,Taxat-Senat,14
32790000,Teillet-Argenty,17
32800000,Terjat,17
32810000,Le Theil,28
32820000,Theneuille,43
32830000,Thiel-sur-Acolin,69
32840000,Thionne,25
32850000,Tortezais,20
32860000,Toulon-sur-Allier,61
32870000,Treban,37
32880000,Treignat,33
32890000,Treteau,34
32900000,Trévol,55
32910000,Trézelles,35
32920000,Tronget,49
32930000,Urçay,13
32940000,Ussel-d'Allier,8
32950000,Valignat,2
32960000,Valigny,30
32970000,Vallon-en-Sully,52
32980000,Varennes-sur-Allier,71
32990000,Varennes-sur-Tèche,30
33000000,Vaumas,44
33010000,Vaux,25
33020000,Veauce,3
33030000,Venas,29
33040000,Vendat,38
33050000,Verneix,25
33060000,Le Vernet,28
33070000,Verneuil-en-Bourbonnais,17
33080000,Vernusse,19
33090000,Le Veurdre,20
33100101,Hotel de Ville,21
33100102,Marche,15
33100103,Deniere Les Romains,13
33100104,Les Garets-Bellevue,14
33100105,France et Rosieres,12
33100106,Thermal-Vieux-Vican,29
33100107,Les Bains-Republique,17
33100108,Jeanne d'Arc-Stade,9
33100109,Les Ailes,12
33100110,Beausejour-Les Graves-Les Bartins,12
33110000,Vicq,20
33120000,Vieure,34
33130000,Le Vilhain,36
33140000,Villebret,22
33150000,Villefranche-d'Allier,52
33160000,Villeneuve-sur-Allier,41
33170000,Viplaix,40
33180000,Vitray,11
33190000,Voussac,29
33200000,Ygrande,57
33210101,Centre Ville,14
33210102,Bellevue Les Ozieres,32
33210103,Bataillots,10
33210104,Saint-Bonnet,15
33210105,Zone Verte,40
33210106,Zone Industrielle,18
40010000,Aiglun,32
40040000,Allemagne-en-Provence,30
40050000,Allons,5
40060000,Allos,75
40070000,Angles,4
40080000,Annot,23
40090000,Archail,1
40120000,Aubenas-les-Alpes,9
40130000,Aubignosc,14
40160000,Authon,9
40170000,Auzet,9
40180000,Banon,41
40190000,Barcelonnette,57
40200000,Barles,17
40210000,Barras,11
40220000,Barrême,14
40230000,Bayons,17
40240000,Beaujeu,11
40250000,Beauvezer,21
40260000,Bellaffaire,15
40270000,Bevons,10
40280000,Beynes,14
40300000,Blieux,7
40310000,Bras-d'Asse,14
40320000,Braux,4
40330000,La Bréole,25
40340000,La Brillanne,21
40350000,Brunet,21
40360000,Le Brusquet,20
40370000,Le Caire,6
40390000,Castellane,61
40400000,Le Castellard-Mélan,8
40410000,Le Castellet,9
40420000,Castellet-lès-Sausses,8
40430000,Val-de-Chalvagne,14
40450000,Céreste,41
40460000,Le Chaffaut-Saint-Jurson,18
40470000,Champtercier,21
40490101,Chateau Arnoux,28
40490102,Saint-Auban,24
40500000,Châteaufort,5
40510000,Châteauneuf-Miravail,6
40530000,Châteauneuf-Val-Saint-Donat,13
40540000,Châteauredon,4
40550000,Chaudon-Norante,10
40570000,Clamensane,10
40580000,Claret,20
40590000,Clumanc,16
40610000,Colmars,20
40620000,La Condamine-Châtelard,7
40630000,Corbières,18
40650000,Cruis,19
40660000,Curbans,23
40670000,Curel,4
40680000,Dauphin,20
40690000,Demandolx,8
40700101,Les Arches,12
40700102,Les Dourbes,26
40700103,Peripherie Ouest,36
40700104,La Sebe,10
40700105,Route de Marseille,25
40700106,Route de Nice,37
40700107,Centre Ville,14
40700108,Ville Nord,18
40700109,Le Cousson,4
40720000,Draix,5
40730000,Enchastrayes,41
40740000,Entrages,6
40750000,Entrepierres,22
40760000,Entrevaux,33
40770000,Entrevennes,15
40790000,L'Escale,16
40810000,Esparron-de-Verdon,34
40840000,Estoublon,20
40850000,Faucon-du-Caire,3
40860000,Faucon-de-Barcelonnette,13
40870000,Fontienne,6
40880000,Forcalquier,89
40900000,Le Fugeret,8
40910000,Ganagobie,5
40920000,La Garde,6
40930000,Gigors,3
40940000,Gréoux-les-Bains,83
40950000,L'Hospitalet,7
40960000,Jausiers,33
40970000,La Javie,13
40990000,Lambruisse,8
41010000,Lardiers,5
41020000,Le Lauzet-Ubaye,18
41040000,Limans,13
41060000,Lurs,29
41070000,Majastres,1
41080000,Malijai,26
41090000,Mallefougasse-Augès,7
41100000,Mallemoisson,16
41110000,Mane,27
41120101,Manosque Intra-Muros,10
41120102,La Burliere Luquece,9
41120103,Temps Perdu La Trinque,33
41120104,Les Chauvinets,16
41120105,Seminaire Colombier,15
41120106,Montee des Richesses Saint-Lazare,20
41120107,Les Ponches Les Naves,14
41120108,Saint-Pancrace Les Serrets,26
41120109,Peripherie,71
41120110,Zi Saint-Joseph,41
41130000,Marcoux,20
41150000,Méailles,6
41160000,Les Mées,65
41180000,Melve,11
41200000,Val d'Oronaye,9
41210000,Mézel,13
41220000,Mirabeau,17
41230000,Mison,43
41240000,Montagnac-Montpezat,18
41260000,Montclar,40
41270000,Montfort,10
41280000,Montfuron,8
41290000,Montjustin,7
41300000,Montlaux,10
41320000,Montsalier,15
41330000,Moriez,10
41340000,La Motte-du-Caire,21
41350000,Moustiers-Sainte-Marie,47
41360000,La Mure-Argens,13
41370000,Nibles,6
41380000,Niozelles,13
41390000,Noyers-sur-Jabron,25
41400000,Les Omergues,11
41410000,Ongles,15
41420000,Oppedette,6
41430000,Oraison,66
41440000,La Palud-sur-Verdon,29
41450000,Peipin,22
41480000,Peyroules,15
41490000,Peyruis,50
41500000,Piégut,10
41510000,Pierrerue,16
41520000,Pierrevert,57
41540000,Pontis,7
41550000,Prads-Haute-Bléone,19
41560000,Puimichel,24
41570000,Puimoisson,33
41580000,Quinson,17
41590000,Redortiers,18
41600000,Reillanne,54
41610000,Méolans-Revel,33
41620000,Revest-des-Brousses,15
41630000,Revest-du-Bion,41
41640000,Revest-Saint-Martin,6
41660000,Riez,46
41670000,La Robine-sur-Galabre,14
41690000,La Rochegiron,7
41700000,La Rochette,7
41710000,Rougon,8
41720000,Roumoules,29
41730000,Saint-André-les-Alpes,21
41740000,Saint-Benoît,8
41750000,Sainte-Croix-à-Lauze,8
41760000,Sainte-Croix-du-Verdon,13
41770000,Hautes-Duyes,7
41780000,Saint-Étienne-les-Orgues,38
41790000,Saint-Geniez,12
41800000,Saint-Jacques,2
41810000,Saint-Jeannet,14
41820000,Saint-Julien-d'Asse,15
41830000,Saint-Julien-du-Verdon,4
41840000,Saint-Jurs,16
41860000,Saint-Laurent-du-Verdon,9
41870000,Saint-Lions,4
41880000,Saint-Maime,13
41890000,Saint-Martin-de-Brômes,15
41900000,Saint-Martin-les-Eaux,7
41910000,Saint-Martin-lès-Seyne,4
41920000,Saint-Michel-l'Observatoire,36
41930000,Saint-Paul-sur-Ubaye,20
41940000,Saint-Pierre,6
41950000,Saint-Pons,28
41970000,Sainte-Tulle,55
41980000,Saint-Vincent-les-Forts,20
41990000,Saint-Vincent-sur-Jabron,14
42000000,Salignac,20
42010000,Saumane,5
42020000,Sausses,3
